"ts_stock","region","stock","year","catch","TAC","catch_by_TAC","DemersPelag","source","council","council_code","stock_code","year_rank","tac_group1","tac_group2","tac_change","rs_key_code"
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2001,4404,5897,0.75,"benthopelagic","Mike's data","MAFMC",12,27,8,2,3,-0.000508474576271186,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2002,872,5900,0.15,"benthopelagic","Mike's data","MAFMC",12,27,9,1,3,0.000508733254197049,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2003,536,5900,0.09,"benthopelagic","Mike's data","MAFMC",12,27,10,1,3,0,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2004,497,5900,0.08,"benthopelagic","Mike's data","MAFMC",12,27,11,1,3,0,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2005,428,1681,0.25,"benthopelagic","Mike's data","MAFMC",12,27,12,2,2,-0.715084745762712,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2006,555,1681,0.33,"benthopelagic","Mike's data","MAFMC",12,27,13,1,3,0,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2007,679,1681,0.4,"benthopelagic","Mike's data","MAFMC",12,27,14,1,3,0,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2008,452,500,0.9,"benthopelagic","Mike's data","MAFMC",12,27,15,2,2,-0.702558001189768,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2009,435,500,0.87,"benthopelagic","Mike's data","MAFMC",12,27,16,1,3,0,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2010,576,500,1.15,"benthopelagic","Mike's data","MAFMC",12,27,17,1,3,0,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2011,664,500,1.33,"benthopelagic","Mike's data","MAFMC",12,27,18,1,3,0,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2012,1679,3622,0.46,"benthopelagic","Mike's data","MAFMC",12,27,19,1,1,6.244,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2013,1525,8400,0.18,"benthopelagic","Mike's data","MAFMC",12,27,20,1,1,1.31916068470458,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2014,4279,9100,0.47,"benthopelagic","Mike's data","MAFMC",12,27,21,1,3,0.0833333333333333,1
"Atlantic butterfish Gulf of Maine / Cape Hatteras","US northeast","Atlantic butterfish Gulf of Maine / Cape Hatteras_USA-NMFS-NWATLC_full1",2015,3026,33278,0.09,"benthopelagic","Mike's data","MAFMC",12,27,22,1,1,2.65692307692308,1
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",1990,171000,210000,0.81,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,2,2,3,-0.0454545454545455,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",1991,140000,171000,0.82,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,3,2,2,-0.185714285714286,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",1992,73000,1e+05,0.73,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,4,2,2,-0.415204678362573,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",1993,66000,40000,1.65,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,5,2,2,-0.6,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",1994,124000,60000,2.07,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,6,1,1,0.5,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",1995,142000,120000,1.18,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,7,1,1,1,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",1996,173000,165000,1.05,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,8,1,1,0.375,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",1997,133000,180000,0.74,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,9,1,3,0.0909090909090909,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",1998,101000,140000,0.72,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,10,2,2,-0.222222222222222,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",1999,115000,126000,0.91,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,11,2,3,-0.1,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2000,127000,105000,1.21,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,12,2,2,-0.166666666666667,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2001,125000,105000,1.19,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,13,1,3,0,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2002,92000,76000,1.21,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,14,2,2,-0.276190476190476,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2003,94000,75000,1.25,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,15,2,3,-0.0131578947368421,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2004,89000,75000,1.19,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,16,1,3,0,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2005,77000,67500,1.14,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,17,2,3,-0.1,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2006,89000,77600,1.15,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,18,1,1,0.14962962962963,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2007,75000,71000,1.06,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,19,2,3,-0.0850515463917526,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2008,62000,61500,1.01,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,20,2,2,-0.133802816901408,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2009,63300,65680,0.96,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,21,1,3,0.0679674796747967,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2010,64100,73800,0.87,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,22,1,1,0.123629719853837,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2011,66300,83300,0.8,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,23,1,1,0.128726287262873,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2012,68100,95500,0.71,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,24,1,1,0.146458583433373,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2013,44000,88700,0.5,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,25,2,3,-0.0712041884816754,2
"Atlantic Cod Baltic [pooled]","Europe-ICES-EU","Atlantic Cod Baltic [pooled]_22-24; 25-35_pooled",2014,42400,90400,0.47,"benthopelagic","Mike's data","Europe-ICES-EU",6,28,26,1,3,0.0191657271702368,2
"Atlantic cod Baltic Areas 22 and 24","Europe-ICES-EU","Atlantic cod Baltic Areas 22 and 24_22-24_full",2005,29997,24700,1.21,"benthopelagic","Mike's data","Europe-ICES-EU",6,29,2,2,2,-0.165540540540541,3
"Atlantic cod Baltic Areas 22 and 24","Europe-ICES-EU","Atlantic cod Baltic Areas 22 and 24_22-24_full",2006,26588,28400,0.94,"benthopelagic","Mike's data","Europe-ICES-EU",6,29,3,1,1,0.149797570850202,3
"Atlantic cod Baltic Areas 22 and 24","Europe-ICES-EU","Atlantic cod Baltic Areas 22 and 24_22-24_full",2007,27716,26700,1.04,"benthopelagic","Mike's data","Europe-ICES-EU",6,29,4,2,3,-0.0598591549295775,3
"Atlantic cod Baltic Areas 22 and 24","Europe-ICES-EU","Atlantic cod Baltic Areas 22 and 24_22-24_full",2008,22970,19200,1.2,"benthopelagic","Mike's data","Europe-ICES-EU",6,29,5,2,2,-0.280898876404494,3
"Atlantic cod Baltic Areas 22 and 24","Europe-ICES-EU","Atlantic cod Baltic Areas 22 and 24_22-24_full",2009,19252,16300,1.18,"benthopelagic","Mike's data","Europe-ICES-EU",6,29,6,2,2,-0.151041666666667,3
"Atlantic cod Baltic Areas 22 and 24","Europe-ICES-EU","Atlantic cod Baltic Areas 22 and 24_22-24_full",2010,18098,17700,1.02,"benthopelagic","Mike's data","Europe-ICES-EU",6,29,7,1,3,0.0858895705521472,3
"Atlantic cod Baltic Areas 22 and 24","Europe-ICES-EU","Atlantic cod Baltic Areas 22 and 24_22-24_full",2011,19145,18800,1.02,"benthopelagic","Mike's data","Europe-ICES-EU",6,29,8,1,3,0.0621468926553672,3
"Atlantic cod Baltic Areas 22 and 24","Europe-ICES-EU","Atlantic cod Baltic Areas 22 and 24_22-24_full",2012,20331,21300,0.95,"benthopelagic","Mike's data","Europe-ICES-EU",6,29,9,1,1,0.132978723404255,3
"Atlantic cod Baltic Areas 22 and 24","Europe-ICES-EU","Atlantic cod Baltic Areas 22 and 24_22-24_full",2013,17646,20000,0.88,"benthopelagic","Mike's data","Europe-ICES-EU",6,29,10,2,3,-0.0610328638497653,3
"Atlantic cod Baltic Areas 22 and 24","Europe-ICES-EU","Atlantic cod Baltic Areas 22 and 24_22-24_full",2014,18563,17000,1.09,"benthopelagic","Mike's data","Europe-ICES-EU",6,29,11,2,2,-0.15,3
"Atlantic cod Baltic Areas 25-32","Europe-ICES-EU","Atlantic cod Baltic Areas 25-32_24, 25-32_full",2005,55032,42800,1.29,"benthopelagic","Mike's data","Europe-ICES-EU",6,30,2,2,3,-0.0572687224669604,4
"Atlantic cod Baltic Areas 25-32","Europe-ICES-EU","Atlantic cod Baltic Areas 25-32_24, 25-32_full",2006,65531,49200,1.33,"benthopelagic","Mike's data","Europe-ICES-EU",6,30,3,1,1,0.149532710280374,4
"Atlantic cod Baltic Areas 25-32","Europe-ICES-EU","Atlantic cod Baltic Areas 25-32_24, 25-32_full",2007,50843,44300,1.15,"benthopelagic","Mike's data","Europe-ICES-EU",6,30,4,2,3,-0.0995934959349594,4
"Atlantic cod Baltic Areas 25-32","Europe-ICES-EU","Atlantic cod Baltic Areas 25-32_24, 25-32_full",2008,42234,42300,1,"benthopelagic","Mike's data","Europe-ICES-EU",6,30,5,2,3,-0.0451467268623025,4
"Atlantic cod Baltic Areas 25-32","Europe-ICES-EU","Atlantic cod Baltic Areas 25-32_24, 25-32_full",2009,48438,49380,0.98,"benthopelagic","Mike's data","Europe-ICES-EU",6,30,6,1,1,0.167375886524823,4
"Atlantic cod Baltic Areas 25-32","Europe-ICES-EU","Atlantic cod Baltic Areas 25-32_24, 25-32_full",2010,50276,56100,0.9,"benthopelagic","Mike's data","Europe-ICES-EU",6,30,7,1,1,0.136087484811665,4
"Atlantic cod Baltic Areas 25-32","Europe-ICES-EU","Atlantic cod Baltic Areas 25-32_24, 25-32_full",2011,50368,64500,0.78,"benthopelagic","Mike's data","Europe-ICES-EU",6,30,8,1,1,0.149732620320856,4
"Atlantic cod Baltic Areas 25-32","Europe-ICES-EU","Atlantic cod Baltic Areas 25-32_24, 25-32_full",2012,51225,74200,0.69,"benthopelagic","Mike's data","Europe-ICES-EU",6,30,9,1,1,0.150387596899225,4
"Atlantic cod Baltic Areas 25-32","Europe-ICES-EU","Atlantic cod Baltic Areas 25-32_24, 25-32_full",2013,31355,68700,0.46,"benthopelagic","Mike's data","Europe-ICES-EU",6,30,10,2,3,-0.0741239892183288,4
"Atlantic cod Baltic Areas 25-32","Europe-ICES-EU","Atlantic cod Baltic Areas 25-32_24, 25-32_full",2014,28909,73400,0.39,"benthopelagic","Mike's data","Europe-ICES-EU",6,30,11,1,3,0.0684133915574964,4
"Atlantic cod Baltic Areas 25-32","Europe-ICES-EU","Atlantic cod Baltic Areas 25-32_24, 25-32_full",2015,43670,55800,0.78,"benthopelagic","Mike's data","Europe-ICES-EU",6,30,12,2,2,-0.239782016348774,4
"Atlantic cod Faroe Plateau","Europe-ICES-nonEU","Atlantic cod Faroe Plateau_Vb1_full",1995,23000,12500,1.84,"benthopelagic","Mike's data","Europe-ICES-nonEU",7,31,2,1,3,0,1
"Atlantic cod Faroe Plateau","Europe-ICES-nonEU","Atlantic cod Faroe Plateau_Vb1_full",1996,40400,20000,2.02,"benthopelagic","Mike's data","Europe-ICES-nonEU",7,31,3,1,1,0.6,1
"Atlantic cod Georges Bank","US northeast","Atlantic cod Georges Bank_US_sub",2005,200,300,0.67,"benthopelagic","Mike's data","NEFMC",13,32,2,1,3,0,3
"Atlantic cod Georges Bank","US northeast","Atlantic cod Georges Bank_US_sub",2006,300,400,0.75,"benthopelagic","Mike's data","NEFMC",13,32,3,1,1,0.333333333333333,3
"Atlantic cod Georges Bank","US northeast","Atlantic cod Georges Bank_US_sub",2007,300,500,0.6,"benthopelagic","Mike's data","NEFMC",13,32,4,1,1,0.25,3
"Atlantic cod Georges Bank","US northeast","Atlantic cod Georges Bank_US_sub",2008,500,700,0.71,"benthopelagic","Mike's data","NEFMC",13,32,5,1,1,0.4,3
"Atlantic cod Georges Bank","US northeast","Atlantic cod Georges Bank_US_sub",2009,500,500,1,"benthopelagic","Mike's data","NEFMC",13,32,6,2,2,-0.285714285714286,3
"Atlantic cod Georges Bank","US northeast","Atlantic cod Georges Bank_US_sub",2010,300,300,1,"benthopelagic","Mike's data","NEFMC",13,32,7,2,2,-0.4,3
"Atlantic cod Georges Bank","US northeast","Atlantic cod Georges Bank_US_sub",2011,200,200,1,"benthopelagic","Mike's data","NEFMC",13,32,8,2,2,-0.333333333333333,3
"Atlantic cod Georges Bank","US northeast","Atlantic cod Georges Bank_US_sub",2012,99,200,0.5,"benthopelagic","Mike's data","NEFMC",13,32,9,1,3,0,3
"Atlantic cod Georges Bank","US northeast","Atlantic cod Georges Bank_US_sub",2013,99,100,0.99,"benthopelagic","Mike's data","NEFMC",13,32,10,2,2,-0.5,3
